time_s,trolley_x_m,support_down_m,payload_x_m,payload_down_m,chord_angle_rad,material_length_m,arc_length_m,min_axial_force_N,ale_generalized_force_norm
2.78,0.22665463032917,0.041234146290086,0.365867871775964,2.0306281154113,0.0698638238901288,1.98925482452,1.99425934530491,49.347930418282,0.00488147912240032
2.8,0.228999167897792,0.0412383434685018,0.366401734796348,2.02997080873557,0.068980902631717,1.98847051851852,1.99347361064602,49.352525494113,0.00494203077029742
2.82,0.231344564016739,0.0412415901246573,0.366662102758729,2.02929952930845,0.0679603675139466,1.98765231785037,1.99265786239735,49.3973456686669,0.00500072382336317
2.84,0.233688286321123,0.0412444122976507,0.366654119669033,2.02861047895545,0.0668059931442312,1.98679982336,1.9918091795269,49.4574660154257,0.00505722718513253
2.86,0.236027683261677,0.0412476482022624,0.366382033224255,2.02789886996519,0.0655211930963701,1.98591265526963,1.99092324481882,49.4931459572934,0.00511236917952284
2.88,0.23835972875731,0.0412516491057938,0.365850512636424,2.02716170320707,0.0641096867191491,1.98499045300148,1.98999822588153,49.4873047968669,0.00516516618048852
2.9,0.240681177136847,0.0412559744509711,0.365064830215273,2.02639884247889,0.0625754767553857,1.984032875,1.98903607876229,49.4662158215764,0.00521354272960941
2.92,0.242988758798859,0.0412598647623319,0.364029865308487,2.02561141016748,0.0609223302581841,1.98303959855407,1.98804016692885,49.4658081546184,0.00525777317619539
2.94,0.245279654655562,0.0412629823676726,0.362750447837194,2.02479905112706,0.0591538243766078,1.98201031961926,1.9870119412395,49.5031037385951,0.00529814281826806
2.96,0.247551376918583,0.0412657670894888,0.361233447212236,2.02395850899035,0.0572745006538985,1.98094475264,1.98594942368689,49.5597337691311,0.00533542644977137
2.98,0.249801583045134,0.0412690694315563,0.359487053500556,2.02308490599874,0.0552895373056313,1.97984263037185,1.98484891935833,49.6047088426632,0.00537282101383462
3,0.252028153657621,0.0412734052678123,0.357520851591846,2.02217429834455,0.0532046499128486,1.9787037037037,1.98370791424426,49.6138514302302,0.00541133327344747
3.02,0.254229374752781,0.0412784889461208,0.355344188291155,2.02122543085308,0.0510251276001599,1.97752774148,1.98252722045674,49.5963722676906,0.00545066474154581
3.04,0.256403292026571,0.0412835121364461,0.352965657677887,2.02023900038595,0.0487559421863751,1.97631453032296,1.98130995370458,49.5859223375561,0.00549220287101943
3.06,0.258547810813731,0.0412878559079497,0.350393971894622,2.01921513806452,0.046402227428834,1.97506387445481,1.98005864268154,49.6121349016088,0.00552749290102286
3.08,0.260660733680366,0.0412916399747258,0.347638094088338,2.01815141770653,0.0439693815728696,1.97377559552,1.97877243588702,49.6668278062362,0.00555469519998598
3.1,0.262740040341553,0.0412955473988731,0.34470573772448,2.01704341575401,0.0414621339092606,1.97244953240741,1.97744764351485,49.7127422056609,0.00557462552159799
3.12,0.264784225369604,0.0413000761328426,0.341605527149523,2.01588719879603,0.0388853837785613,1.97108554107259,1.97608117926226,49.7233312853584,0.00558606076115576
3.14,0.266792034186369,0.0413049657038434,0.338347884404391,2.01468145285314,0.0362447379326663,1.96968349436,1.9746734881768,49.703875502165,0.00560006310108514
3.16,0.268762272963629,0.04130936128426,0.334944679088929,2.01342709969301,0.0335464645509147,1.96824328182519,1.97322795182085,49.6879959571395,0.00562012308809254
3.18,0.270694191858161,0.0413125490739729,0.331408717805703,2.01212479028391,0.0307971141641252,1.96676480955704,1.97174727131425,49.7024061763263,0.00564317148130729
3.2,0.272587285458023,0.0413145533654107,0.327751530717173,2.01077291118418,0.028002534514275,1.965248,1.97023085119958,49.7463491912686,0.00567174806037373
3.22,0.274440821467456,0.0413160302181674,0.323983884592573,2.00936792280286,0.0251683413064854,1.9636927917763,1.96867540226123,49.7849750540169,0.00569695450454662
3.24,0.276253905613862,0.0413175826476161,0.320116844598362,2.00790668356138,0.0223003715487815,1.96209913950815,1.96707822499004,49.7901858591954,0.00571154887454368
3.26,0.278025425166579,0.0413191956601424,0.316161078090287,2.00638846261982,0.0194043370686879,1.96046701364,1.96543938778152,49.7646452396783,0.00571344705132827
3.28,0.279754603548086,0.0413202609355137,0.312126303090798,2.00481486965169,0.016485284376076,1.95879640026074,1.96376162208715,49.7370935480745,0.00570255924536107
3.3,0.281441050325613,0.0413201706034792,0.308023484949261,2.00318777876561,0.0135487266988589,1.95708730092593,1.96204779407211,49.7341935353823,0.00568888041056479
3.32,0.283084527180104,0.041318924016015,0.303864751579996,2.00150720282323,0.0106007398480036,1.95533973248,1.96029843562598,49.7605728547201,0.00567967261475997
3.34,0.284684886092782,0.041317200756555,0.299663715202442,1.99977094115838,0.00764814442217716,1.95355372687852,1.95851106818335,49.7942241161198,0.00567982052942258
3.36,0.286242391148213,0.0413157963434583,0.295433708112585,1.99797647877884,0.00469741608366022,1.95172933101037,1.95668241522551,49.799242587043,0.00568701487398811
3.38,0.287757201680152,0.0413149240138671,0.291186831807731,1.99612344177385,0.00175445655033968,1.94986660652,1.95481167243668,49.7656458174722,0.0056988398526797
3.4,0.289229200500257,0.0413140505354451,0.286934432112691,1.99421421703534,-0.00117505613996941,1.94796562962963,1.95290155518609,49.7228406527528,0.00570580291844518
3.42,0.290657925868981,0.0413124614571196,0.282688060464298,1.99225198145143,-0.00408511949689612,1.94602649096148,1.9509558084232,49.7073386941693,0.00569254236649271
3.44,0.29204283948535,0.0413100108587203,0.278457927873797,1.99023800144677,-0.00697034044658207,1.94404929536,1.94897539822797,49.7261352072931,0.00566118033581333
3.46,0.293383685415708,0.0413072857232793,0.274253951863348,1.98817097421246,-0.00982560723196228,1.94203416171407,1.94695775915056,49.7531984466626,0.00561636378620078
3.48,0.294680485563539,0.0413050264977576,0.270087207940738,1.98604902869102,-0.012645349063739,1.93998122277926,1.94489951279494,49.7545542153377,0.00556894400114077
3.5,0.29593318055768,0.0413033933633837,0.265969965765772,1.98387233821447,-0.0154233078656952,1.937890625,1.94280004773381,49.7188153545425,0.00553731332499117
3.52,0.297141901653078,0.0413018210123394,0.261915257704351,1.98164374656127,-0.0181528698766277,1.93576252833185,1.94066184623155,49.6706657034895,0.0055174765882629
3.54,0.298306975448548,0.041299537069228,0.25793510847909,1.97936701050408,-0.0208279791691905,1.9335971060637,1.93848821397621,49.6451677249432,0.00550704768533224
3.56,0.299428389555551,0.041296230962067,0.254039902047111,1.97704441265202,-0.0234432209184006,1.93139454464,1.93628043555224,49.6494844093975,0.00550174347907719
3.58,0.300505764431023,0.0412922841248571,0.250239809620406,1.97467592854399,-0.0259930996426443,1.92915504348296,1.93403701525974,49.6674082001247,0.00547327534826476
3.6,0.301538318414269,0.0412883805076992,0.246544530315305,1.97226050480858,-0.0284721494019108,1.92687881481481,1.93175507546439,49.6705973721268,0.00541987827192477
3.62,0.30252530923342,0.0412848500457309,0.242962054680452,1.96979834501374,-0.030875763138458,1.92456608348,1.92943314090056,49.6370126731982,0.00535186127055093
3.64,0.303466344545168,0.0412813390593506,0.239500882766337,1.96729225189302,-0.0331991677931058,1.92221708676741,1.92707284080787,49.5820842672234,0.00526981228889783
3.66,0.304361105473901,0.0412771305343968,0.236170241227091,1.96474658065245,-0.0354371717797109,1.91983207423259,1.92467783899074,49.5440572819827,0.00520313350779213
3.68,0.305209157870163,0.0412718681163273,0.232980610571694,1.96216469930052,-0.037583843421881,1.91741130752,1.92225047855641,49.5397164130029,0.00515469217561172
3.7,0.306010392070967,0.0412659853500161,0.229942384313948,1.95954741003951,-0.039633482902575,1.91495506018519,1.91978941915245,49.5542980202268,0.0051125112735696
3.72,0.306764509801576,0.0412603185128423,0.227064198618181,1.95689406505726,-0.0415812115239826,1.91246361751704,1.91729141014586,49.5542702572971,0.00508132300479507
